team_abbrev,team_name,seed,wins,exit_round,year
arizona,Arizona,1,3,E8,2014
michigan-state,Michigan State,4,3,E8,2014
dayton,Dayton,11,3,E8,2014
michigan,Michigan,2,3,E8,2014
baylor,Baylor,6,2,S16,2014
san-diego-state,San Diego State,4,2,S16,2014
stanford,Stanford,10,2,S16,2014
ucla,UCLA,4,2,S16,2014
tennessee,Tennessee,11,2,S16,2014
louisville,Louisville,4,2,S16,2014
virginia,Virginia,1,2,S16,2014
iowa-state,Iowa State,3,2,S16,2014
kansas,Kansas,2,1,R32,2014
gonzaga,Gonzaga,8,1,R32,2014
north-dakota-state,North Dakota State,12,1,R32,2014
stephen-f-austin,Stephen F. Austin,12,1,R32,2014
texas,Texas,7,1,R32,2014
mercer,Mercer,14,1,R32,2014
harvard,Harvard,12,1,R32,2014
wichita-state,Wichita State,1,1,R32,2014
pittsburgh,Pitt,9,1,R32,2014
creighton,Creighton,3,1,R32,2014
north-carolina,UNC,6,1,R32,2014
oregon,Oregon,7,1,R32,2014
saint-louis,Saint Louis,5,1,R32,2014
syracuse,Syracuse,3,1,R32,2014
villanova,Villanova,2,1,R32,2014
memphis,Memphis,8,1,R32,2014
weber-state,Weber State,16,0,R64,2014
eastern-kentucky,Eastern Kentucky,15,0,R64,2014
milwaukee,Milwaukee,15,0,R64,2014
oklahoma-state,Oklahoma State,9,0,R64,2014
oklahoma,Oklahoma,5,0,R64,2014
delaware,Delaware,13,0,R64,2014
new-mexico-state,New Mexico State,13,0,R64,2014
george-washington,George Washington,9,0,R64,2014
nebraska,Nebraska,11,0,R64,2014
louisiana-lafayette,Louisiana,14,0,R64,2014
brigham-young,BYU,10,0,R64,2014
cincinnati,Cincinnati,5,0,R64,2014
tulsa,Tulsa,13,0,R64,2014
new-mexico,New Mexico,7,0,R64,2014
duke,Duke,3,0,R64,2014
cal-poly,Cal Poly,16,0,R64,2014
kansas-state,Kansas State,9,0,R64,2014
north-carolina-state,NC State,12,0,R64,2014
saint-josephs,St. Joseph's,10,0,R64,2014
manhattan,Manhattan,13,0,R64,2014
massachusetts,UMass,6,0,R64,2014
north-carolina-central,North Carolina Central,14,0,R64,2014
arizona-state,Arizona State,10,0,R64,2014
western-michigan,Western Michigan,14,0,R64,2014
wofford,Wofford,15,0,R64,2014
coastal-carolina,Coastal Carolina,16,0,R64,2014
albany-ny,Albany (NY),16,0,R64,2014
colorado,Colorado,8,0,R64,2014
virginia-commonwealth,VCU,5,0,R64,2014
providence,Providence,11,0,R64,2014
ohio-state,Ohio State,6,0,R64,2014
american,American,15,0,R64,2014
duke,Duke,1,6,Champion,2015
wisconsin,Wisconsin,1,5,Runner-up,2015
kentucky,Kentucky,1,4,F4,2015
michigan-state,Michigan State,7,4,F4,2015
gonzaga,Gonzaga,2,3,E8,2015
notre-dame,Notre Dame,3,3,E8,2015
louisville,Louisville,4,3,E8,2015
arizona,Arizona,2,3,E8,2015
utah,Utah,5,2,S16,2015
west-virginia,West Virginia,5,2,S16,2015
ucla,UCLA,11,2,S16,2015
north-carolina-state,NC State,8,2,S16,2015
wichita-state,Wichita State,7,2,S16,2015
oklahoma,Oklahoma,3,2,S16,2015
north-carolina,UNC,4,2,S16,2015
xavier,Xavier,6,2,S16,2015
oregon,Oregon,8,1,R32,2015
georgia-state,Georgia State,14,1,R32,2015
iowa,Iowa,7,1,R32,2015
alabama-birmingham,UAB,14,1,R32,2015
arkansas,Arkansas,5,1,R32,2015
georgetown,Georgetown,4,1,R32,2015
san-diego-state,San Diego State,8,1,R32,2015
kansas,Kansas,2,1,R32,2015
ohio-state,Ohio State,10,1,R32,2015
villanova,Villanova,1,1,R32,2015
virginia,Virginia,2,1,R32,2015
butler,Butler,6,1,R32,2015
northern-iowa,Northern Iowa,5,1,R32,2015
maryland,Maryland,4,1,R32,2015
cincinnati,Cincinnati,8,1,R32,2015
dayton,Dayton,11,1,R32,2015
providence,Providence,6,0,R64,2015
georgia,Georgia,10,0,R64,2015
coastal-carolina,Coastal Carolina,16,0,R64,2015
albany-ny,Albany (NY),14,0,R64,2015
oklahoma-state,Oklahoma State,9,0,R64,2015
wofford,Wofford,12,0,R64,2015
texas,Texas,11,0,R64,2015
harvard,Harvard,13,0,R64,2015
north-dakota-state,North Dakota State,15,0,R64,2015
mississippi,Ole Miss,11,0,R64,2015
baylor,Baylor,3,0,R64,2015
wyoming,Wyoming,12,0,R64,2015
virginia-commonwealth,VCU,7,0,R64,2015
louisiana-state,LSU,9,0,R64,2015
california-irvine,UC-Irvine,13,0,R64,2015
davidson,Davidson,10,0,R64,2015
northeastern,Northeastern,14,0,R64,2015
belmont,Belmont,15,0,R64,2015
hampton,Hampton,16,0,R64,2015
iowa-state,Iowa State,3,0,R64,2015
southern-methodist,SMU,6,0,R64,2015
eastern-washington,Eastern Washington,13,0,R64,2015
purdue,Purdue,9,0,R64,2015
stephen-f-austin,Stephen F. Austin,12,0,R64,2015
buffalo,Buffalo,12,0,R64,2015
st-johns-ny,St. John's (NY),9,0,R64,2015
robert-morris,Robert Morris,16,0,R64,2015
lafayette,Lafayette,16,0,R64,2015
new-mexico-state,New Mexico State,15,0,R64,2015
valparaiso,Valparaiso,13,0,R64,2015
indiana,Indiana,10,0,R64,2015
texas-southern,Texas Southern,15,0,R64,2015
villanova,Villanova,2,6,Champion,2016
north-carolina,UNC,1,5,Runner-up,2016
oklahoma,Oklahoma,2,4,F4,2016
syracuse,Syracuse,10,4,F4,2016
notre-dame,Notre Dame,6,3,E8,2016
oregon,Oregon,1,3,E8,2016
virginia,Virginia,1,3,E8,2016
kansas,Kansas,1,3,E8,2016
maryland,Maryland,5,2,S16,2016
texas-am,Texas A&M,3,2,S16,2016
indiana,Indiana,5,2,S16,2016
duke,Duke,4,2,S16,2016
iowa-state,Iowa State,4,2,S16,2016
gonzaga,Gonzaga,11,2,S16,2016
miami-fl,Miami (FL),3,2,S16,2016
wisconsin,Wisconsin,7,2,S16,2016
utah,Utah,3,1,R32,2016
wichita-state,Wichita State,11,1,R32,2016
iowa,Iowa,7,1,R32,2016
hawaii,Hawaii,13,1,R32,2016
connecticut,UConn,9,1,R32,2016
providence,Providence,9,1,R32,2016
saint-josephs,St. Joseph's,8,1,R32,2016
middle-tennessee,Middle Tennessee,15,1,R32,2016
stephen-f-austin,Stephen F. Austin,14,1,R32,2016
xavier,Xavier,2,1,R32,2016
northern-iowa,Northern Iowa,11,1,R32,2016
arkansas-little-rock,Little Rock,12,1,R32,2016
kentucky,Kentucky,4,1,R32,2016
virginia-commonwealth,VCU,10,1,R32,2016
butler,Butler,9,1,R32,2016
yale,Yale,12,1,R32,2016
texas,Texas,6,0,R64,2016
holy-cross,Holy Cross,16,0,R64,2016
north-carolina-wilmington,UNC Wilmington,13,0,R64,2016
cincinnati,Cincinnati,9,0,R64,2016
north-carolina-asheville,UNC Asheville,15,0,R64,2016
southern-california,USC,8,0,R64,2016
temple,Temple,10,0,R64,2016
baylor,Baylor,5,0,R64,2016
green-bay,Green Bay,14,0,R64,2016
oregon-state,Oregon State,7,0,R64,2016
buffalo,Buffalo,14,0,R64,2016
stony-brook,Stony Brook,13,0,R64,2016
arizona,Arizona,6,0,R64,2016
california,California,4,0,R64,2016
west-virginia,West Virginia,3,0,R64,2016
pittsburgh,Pitt,10,0,R64,2016
weber-state,Weber State,15,0,R64,2016
hampton,Hampton,16,0,R64,2016
texas-tech,Texas Tech,8,0,R64,2016
purdue,Purdue,5,0,R64,2016
iona,Iona,13,0,R64,2016
seton-hall,Seton Hall,6,0,R64,2016
fresno-state,Fresno State,14,0,R64,2016
dayton,Dayton,7,0,R64,2016
chattanooga,Chattanooga,12,0,R64,2016
michigan-state,Michigan State,2,0,R64,2016
florida-gulf-coast,Florida Gulf Coast,16,0,R64,2016
austin-peay,Austin Peay,16,0,R64,2016
colorado,Colorado,8,0,R64,2016
michigan,Michigan,11,0,R64,2016
south-dakota-state,South Dakota State,12,0,R64,2016
cal-state-bakersfield,Cal State Bakersfield,15,0,R64,2016
north-carolina,UNC,1,6,Champion,2017
gonzaga,Gonzaga,1,5,Runner-up,2017
oregon,Oregon,3,4,F4,2017
south-carolina,South Carolina,7,4,F4,2017
kentucky,Kentucky,2,3,E8,2017
florida,Florida,4,3,E8,2017
xavier,Xavier,11,3,E8,2017
kansas,Kansas,1,3,E8,2017
wisconsin,Wisconsin,8,2,S16,2017
purdue,Purdue,4,2,S16,2017
butler,Butler,4,2,S16,2017
ucla,UCLA,3,2,S16,2017
michigan,Michigan,7,2,S16,2017
arizona,Arizona,2,2,S16,2017
baylor,Baylor,3,2,S16,2017
west-virginia,West Virginia,4,2,S16,2017
florida-state,Florida State,3,1,R32,2017
wichita-state,Wichita State,10,1,R32,2017
northwestern,Northwestern,8,1,R32,2017
cincinnati,Cincinnati,6,1,R32,2017
notre-dame,Notre Dame,5,1,R32,2017
middle-tennessee,Middle Tennessee,12,1,R32,2017
arkansas,Arkansas,8,1,R32,2017
louisville,Louisville,2,1,R32,2017
saint-marys-ca,Saint Mary's,7,1,R32,2017
villanova,Villanova,1,1,R32,2017
rhode-island,Rhode Island,11,1,R32,2017
iowa-state,Iowa State,5,1,R32,2017
virginia,Virginia,5,1,R32,2017
southern-california,USC,11,1,R32,2017
michigan-state,Michigan State,9,1,R32,2017
duke,Duke,2,1,R32,2017
marquette,Marquette,10,0,R64,2017
south-dakota-state,South Dakota State,16,0,R64,2017
new-mexico-state,New Mexico State,14,0,R64,2017
vanderbilt,Vanderbilt,9,0,R64,2017
princeton,Princeton,12,0,R64,2017
southern-methodist,SMU,6,0,R64,2017
bucknell,Bucknell,13,0,R64,2017
maryland,Maryland,6,0,R64,2017
east-tennessee-state,ETSU,13,0,R64,2017
north-carolina-wilmington,UNC Wilmington,12,0,R64,2017
florida-gulf-coast,Florida Gulf Coast,14,0,R64,2017
virginia-commonwealth,VCU,10,0,R64,2017
virginia-tech,Virginia Tech,9,0,R64,2017
northern-kentucky,Northern Kentucky,15,0,R64,2017
troy,Troy,15,0,R64,2017
iona,Iona,14,0,R64,2017
nevada,Nevada,12,0,R64,2017
creighton,Creighton,6,0,R64,2017
oklahoma-state,Oklahoma State,10,0,R64,2017
vermont,Vermont,13,0,R64,2017
jacksonville-state,Jacksonville State,15,0,R64,2017
mount-st-marys,Mount St. Mary's,16,0,R64,2017
texas-southern,Texas Southern,16,0,R64,2017
seton-hall,Seton Hall,9,0,R64,2017
dayton,Dayton,7,0,R64,2017
minnesota,Minnesota,5,0,R64,2017
winthrop,Winthrop,13,0,R64,2017
miami-fl,Miami (FL),8,0,R64,2017
kansas-state,Kansas State,11,0,R64,2017
california-davis,UC-Davis,16,0,R64,2017
kent-state,Kent State,14,0,R64,2017
north-dakota,North Dakota,15,0,R64,2017
villanova,Villanova,1,6,Champion,2018
michigan,Michigan,3,5,Runner-up,2018
kansas,Kansas,1,4,F4,2018
loyola-il,Loyola (IL),11,4,F4,2018
florida-state,Florida State,9,3,E8,2018
duke,Duke,2,3,E8,2018
texas-tech,Texas Tech,3,3,E8,2018
kansas-state,Kansas State,9,3,E8,2018
west-virginia,West Virginia,5,2,S16,2018
clemson,Clemson,5,2,S16,2018
gonzaga,Gonzaga,4,2,S16,2018
purdue,Purdue,2,2,S16,2018
syracuse,Syracuse,11,2,S16,2018
kentucky,Kentucky,5,2,S16,2018
nevada,Nevada,7,2,S16,2018
texas-am,Texas A&M,7,2,S16,2018
cincinnati,Cincinnati,2,1,R32,2018
xavier,Xavier,1,1,R32,2018
rhode-island,Rhode Island,7,1,R32,2018
michigan-state,Michigan State,3,1,R32,2018
buffalo,Buffalo,13,1,R32,2018
maryland-baltimore-county,UMBC,16,1,R32,2018
ohio-state,Ohio State,5,1,R32,2018
tennessee,Tennessee,3,1,R32,2018
seton-hall,Seton Hall,8,1,R32,2018
marshall,Marshall,13,1,R32,2018
florida,Florida,6,1,R32,2018
north-carolina,UNC,2,1,R32,2018
houston,Houston,6,1,R32,2018
auburn,Auburn,4,1,R32,2018
butler,Butler,10,1,R32,2018
alabama,Alabama,9,1,R32,2018
providence,Providence,10,0,R64,2018
montana,Montana,14,0,R64,2018
wright-state,Wright State,14,0,R64,2018
texas,Texas,10,0,R64,2018
georgia-state,Georgia State,15,0,R64,2018
san-diego-state,San Diego State,11,0,R64,2018
texas-southern,Texas Southern,16,0,R64,2018
north-carolina-greensboro,UNC Greensboro,13,0,R64,2018
missouri,Missouri,8,0,R64,2018
south-dakota-state,South Dakota State,12,0,R64,2018
virginia,Virginia,1,0,R64,2018
miami-fl,Miami (FL),6,0,R64,2018
north-carolina-state,NC State,9,0,R64,2018
virginia-tech,Virginia Tech,8,0,R64,2018
murray-state,Murray State,12,0,R64,2018
wichita-state,Wichita State,4,0,R64,2018
st-bonaventure,St. Bonaventure,11,0,R64,2018
stephen-f-austin,Stephen F. Austin,14,0,R64,2018
arkansas,Arkansas,7,0,R64,2018
cal-state-fullerton,Cal State Fullerton,15,0,R64,2018
pennsylvania,Penn,16,0,R64,2018
new-mexico-state,New Mexico State,12,0,R64,2018
arizona,Arizona,4,0,R64,2018
college-of-charleston,College of Charleston,13,0,R64,2018
texas-christian,TCU,6,0,R64,2018
bucknell,Bucknell,14,0,R64,2018
oklahoma,Oklahoma,10,0,R64,2018
iona,Iona,15,0,R64,2018
radford,Radford,16,0,R64,2018
creighton,Creighton,8,0,R64,2018
davidson,Davidson,12,0,R64,2018
lipscomb,Lipscomb,15,0,R64,2018
virginia,Virginia,1,6,Champion,2019
texas-tech,Texas Tech,3,5,Runner-up,2019
michigan-state,Michigan State,2,4,F4,2019
auburn,Auburn,5,4,F4,2019
gonzaga,Gonzaga,1,3,E8,2019
purdue,Purdue,3,3,E8,2019
kentucky,Kentucky,2,3,E8,2019
duke,Duke,1,3,E8,2019
oregon,Oregon,12,2,S16,2019
virginia-tech,Virginia Tech,4,2,S16,2019
louisiana-state,LSU,3,2,S16,2019
michigan,Michigan,2,2,S16,2019
florida-state,Florida State,4,2,S16,2019
tennessee,Tennessee,2,2,S16,2019
north-carolina,UNC,1,2,S16,2019
houston,Houston,3,2,S16,2019
wofford,Wofford,7,1,R32,2019
liberty,Liberty,12,1,R32,2019
baylor,Baylor,9,1,R32,2019
maryland,Maryland,6,1,R32,2019
central-florida,UCF,9,1,R32,2019
oklahoma,Oklahoma,9,1,R32,2019
california-irvine,UC-Irvine,13,1,R32,2019
villanova,Villanova,6,1,R32,2019
iowa,Iowa,10,1,R32,2019
murray-state,Murray State,12,1,R32,2019
ohio-state,Ohio State,11,1,R32,2019
kansas,Kansas,4,1,R32,2019
buffalo,Buffalo,6,1,R32,2019
washington,Washington,9,1,R32,2019
minnesota,Minnesota,10,1,R32,2019
florida,Florida,10,1,R32,2019
old-dominion,Old Dominion,14,0,R64,2019
vermont,Vermont,13,0,R64,2019
marquette,Marquette,5,0,R64,2019
syracuse,Syracuse,8,0,R64,2019
fairleigh-dickinson,FDU,16,0,R64,2019
arizona-state,Arizona State,11,0,R64,2019
colgate,Colgate,15,0,R64,2019
virginia-commonwealth,VCU,8,0,R64,2019
northern-kentucky,Northern Kentucky,14,0,R64,2019
nevada,Nevada,7,0,R64,2019
cincinnati,Cincinnati,7,0,R64,2019
wisconsin,Wisconsin,5,0,R64,2019
mississippi-state,Mississippi State,5,0,R64,2019
saint-marys-ca,Saint Mary's,11,0,R64,2019
yale,Yale,14,0,R64,2019
louisville,Louisville,7,0,R64,2019
saint-louis,Saint Louis,13,0,R64,2019
bradley,Bradley,15,0,R64,2019
iona,Iona,16,0,R64,2019
utah-state,Utah State,8,0,R64,2019
new-mexico-state,New Mexico State,12,0,R64,2019
northeastern,Northeastern,13,0,R64,2019
iowa-state,Iowa State,6,0,R64,2019
georgia-state,Georgia State,14,0,R64,2019
seton-hall,Seton Hall,10,0,R64,2019
abilene-christian,Abilene Christian,15,0,R64,2019
north-dakota-state,North Dakota State,16,0,R64,2019
gardner-webb,Gardner-Webb,16,0,R64,2019
mississippi,Ole Miss,8,0,R64,2019
belmont,Belmont,11,0,R64,2019
kansas-state,Kansas State,4,0,R64,2019
montana,Montana,15,0,R64,2019
baylor,Baylor,1,6,Champion,2021
gonzaga,Gonzaga,1,5,Runner-up,2021
ucla,UCLA,11,4,F4,2021
houston,Houston,2,4,F4,2021
southern-california,USC,6,3,E8,2021
arkansas,Arkansas,3,3,E8,2021
oregon-state,Oregon State,12,3,E8,2021
michigan,Michigan,1,3,E8,2021
villanova,Villanova,5,2,S16,2021
oregon,Oregon,7,2,S16,2021
oral-roberts,Oral Roberts,15,2,S16,2021
creighton,Creighton,5,2,S16,2021
florida-state,Florida State,4,2,S16,2021
loyola-il,Loyola (IL),8,2,S16,2021
syracuse,Syracuse,11,2,S16,2021
alabama,Alabama,2,2,S16,2021
west-virginia,West Virginia,3,1,R32,2021
florida,Florida,7,1,R32,2021
texas-tech,Texas Tech,6,1,R32,2021
north-texas,North Texas,13,1,R32,2021
iowa,Iowa,2,1,R32,2021
wisconsin,Wisconsin,9,1,R32,2021
oklahoma,Oklahoma,8,1,R32,2021
abilene-christian,Abilene Christian,14,1,R32,2021
illinois,Illinois,1,1,R32,2021
rutgers,Rutgers,10,1,R32,2021
colorado,Colorado,5,1,R32,2021
ohio,Ohio,13,1,R32,2021
louisiana-state,LSU,8,1,R32,2021
maryland,Maryland,10,1,R32,2021
oklahoma-state,Oklahoma State,4,1,R32,2021
kansas,Kansas,3,1,R32,2021
drake,Drake,11,0,R64,2021
eastern-washington,Eastern Washington,14,0,R64,2021
virginia-tech,Virginia Tech,10,0,R64,2021
ohio-state,Ohio State,2,0,R64,2021
colgate,Colgate,14,0,R64,2021
virginia-commonwealth,VCU,10,0,R64,2021
virginia,Virginia,4,0,R64,2021
norfolk-state,Norfolk State,16,0,R64,2021
missouri,Missouri,9,0,R64,2021
california-santa-barbara,UCSB,12,0,R64,2021
st-bonaventure,St. Bonaventure,9,0,R64,2021
brigham-young,BYU,6,0,R64,2021
utah-state,Utah State,11,0,R64,2021
purdue,Purdue,4,0,R64,2021
texas,Texas,3,0,R64,2021
connecticut,UConn,7,0,R64,2021
iona,Iona,15,0,R64,2021
drexel,Drexel,16,0,R64,2021
georgia-tech,Georgia Tech,9,0,R64,2021
tennessee,Tennessee,5,0,R64,2021
liberty,Liberty,13,0,R64,2021
san-diego-state,San Diego State,6,0,R64,2021
morehead-state,Morehead State,14,0,R64,2021
clemson,Clemson,7,0,R64,2021
georgetown,Georgetown,12,0,R64,2021
cleveland-state,Cleveland State,15,0,R64,2021
texas-southern,Texas Southern,16,0,R64,2021
hartford,Hartford,16,0,R64,2021
north-carolina,UNC,8,0,R64,2021
north-carolina-greensboro,UNC Greensboro,13,0,R64,2021
winthrop,Winthrop,12,0,R64,2021
grand-canyon,Grand Canyon,15,0,R64,2021
kansas,Kansas,1,6,Champion,2022
north-carolina,UNC,8,5,Runner-up,2022
villanova,Villanova,2,4,F4,2022
duke,Duke,2,4,F4,2022
miami-fl,Miami (FL),10,3,E8,2022
houston,Houston,5,3,E8,2022
arkansas,Arkansas,4,3,E8,2022
saint-peters,St. Peter's,15,3,E8,2022
gonzaga,Gonzaga,1,2,S16,2022
providence,Providence,4,2,S16,2022
michigan,Michigan,11,2,S16,2022
arizona,Arizona,1,2,S16,2022
purdue,Purdue,3,2,S16,2022
ucla,UCLA,4,2,S16,2022
texas-tech,Texas Tech,3,2,S16,2022
iowa-state,Iowa State,11,2,S16,2022
memphis,Memphis,9,1,R32,2022
wisconsin,Wisconsin,3,1,R32,2022
